Date,Star_rating,Commentary
2024-01-12,5,"Review of the food and experience from my sister and her hubby. I treated them to Nobu Malibu for their 25th wedding anniversary since they were going to be in LA anyway, and I secretly wanted to dine here vicariously through them, lol!! Made the reservation less than a week before, and I was #19 on the line when I called. I was so surprised to get a table for 2 for a late lunch!  Everything was super easy to arrange with the hostess, and they followed up a day before the reservation.  These 2 are foodies and are very particular when it comes to seafood, so I was excited for their honest review.Service: 5/5 from the moment they were seated to the time they left. They never felt rushed, and the server took time to ask them for their preferences and explained every dish he served in detail. Server also recommended great cocktails with generous alcohol in each one.Food: 5/5 absolutely no complaints about the food which is rare for these two. They recommend the Omakase and sea urchin dish if they had to pick one dish each. The freshness and the sauces that perfectly complemented each dish made every bite so sumptuous, delectable, and unforgettable. The cocktails were very fruity, and they do not skimp on the alcohol!Honestly, I was so apprehensive when booking this place for them because they of course have heard of the restaurant, seen it on TV and know of its stellar reputation for premium food and I wanted to make sure they liked my anniversary treat for them.Worth the hype! Can't beat the freshness of the seafood, ambiance, view, and attentive service."
2024-01-09,5,"OMG. If you're looking to celebrate a special day, indulge in a CULINARY EXPERIENCE or an excuse to enjoy an amazing meal, with great service and ambiance this is the place to be! This was my first Omakase and Nobu experience and this was a 100 out 10! Getting there: The restaurant is situated right at the waterfront, so you have a beautiful (un hindered) view of the ocean; and they offer reasonable valet for $15 so getting to/from there is a breeze. Be sure to call in advance as they're usually booked out weeks with limited availability. The greeting staff is really sweet, but honestly I think our host/server (Rubin) made our experience even all that much better.Meal types/Menu: The food here is prepared in a few different styles (either hot or cold dishes -see menu pic) and served family style. For those dining individually, they can also opt for the tasting menu or Omakase (which contains 7 dishes for a price of $135 per person). I suggest before you order or dive into your menu, talk to your server and explain your group's food preferences, appetite and any restrictions. We initially wanted to order the omakasa for each individual but our server suggested that we trust him in picking a combination of hot and cold dishes (we got a total of 6 cold dishes; 4 hot dishes; 5 rolls and 4 dessert. All this was still much lower in cost per person than the Omakase option. Our food/what you should order: Now each Nobu may be a little different as they cater to and utilize local resources available for that season, so our menu options/experience may be different from yours. But regardless what you order or are surprised with, everything is of top quality and well superbly DELICIOUS! Below I have listed the dishes that were selected for us by our server, notable hints I remember and if I think you should order them:COLD DISHES 1. Yellow tail Sashimi with jalapeno and cilantro - YES this was fresh, kick of spice, juicy and very California and very fresh!2. Salmon miso with garlic and olive oil - YES:- this was an off the menu item. It was a fresh, crunchy and was a nice palette cleaner from #13. Albacore crispy onion (lightly seared) and ponzu. -YES: the ponzu sauce was AMAZING. I have never tried crispy onions with Albacore and well I was pleasantly surprised 4. Tai sweet shiso with crispy shotaki mushroom. -YES: the mushrooms and sauce combo on top of the shiso was amazing5. Fluke Sashimi with Dry Miso and Yuzu. -YES didn't know that the Soy salt with white fish with lime (Yuzu) can taste like this. The Peruvian totalito and ricotto added an amazing spicy kick that was just perfect! 6. Bigeye and Bluefin Toro Tartar Nobu. -YES: the tartar was placed in a crispy taco rice paper shell the texture blend was amazing.WARM DISHES1. Crispy Rice with tuna. -YES: it's tuna and crispy rice so you have to try2. Sea bass with spicy sauce. -YES: these bass bite sized poppers were a fusion take but omg so good. 3. Roasted Cauliflower in jalapeno sauce. -order only if you want to add some veggies to your meal. The cauliflower was parboiled and then roasted to perfection and lightly seasoned. 4. Black Cod with Miso. MUST TRY. The hype is real. This was by far the best Cod and best Miso dish I've ever tried. It had almost like a sweet teriyaki feel to it and the Cod was melts away. ROLLS 1. House special cut2. Spicy tuna cut (with Avocado and cucumber)3. Salmon/Avocado Cut4. Yellowtail Jala Cut 5. Spicy albacore cut roll PASS : By now our party was starting to feel full. So if you're like us I'd say skip on the rolls all together. I didn't think they were anything special except for the house special roll; the white casing was very different and light/fresh almost like a radish or jicama DESSERT 1. Bento box ( dense cake green tea gelato - OK TO PASS: the chocolate and green tea flavor Michu is not for me. 2. Banana soy caramel sauce. -YES: it was a hot/cold dessert,, but fur me it was really sweet and tasted like fresh bananas YUM3. Chocolate spring rolls: -PASS: the insides of the spring rolls wee abut soggy. 4. Assorted Mochi chocolate: ube: coconut -PASS: i think whoolfoods's has better flavor.OVERALLIf you're doing Nobu, you have to trust your serve. Remember to ask if they can let you know/inform you of what's coming next so you gauge and skip/add things before you're too full. I am extremely happy with my entire experience. Will definitely try other Nobu locations (but I doubt anything will top this one). Before coming here I thought this was a boujee thing I wouldn't understand; but I get it; the the quality; the techniques, portions and experience are totally worth the price and worth trying again. NOTE: We don't drink but I really enjoyed my mocktail: Hibiscus Fizz is worth a try"
2024-01-08,3,"Came to celebrate my birthday. Service was very good, food was good but not great. Atmosphere was also very good. We had a table on the patio, and despite the cold temperature, it was comfortable."
2024-01-07,1,"So bad, it was hilarious. Got the Omakase menu for two.8 courses. Maybe 3 good bites. ~$600 after tip and 1 drink each. A5 Wagyu was burnt so bad, the cow would be offended.One pair of disposable chopsticks for the entire meal. There were more Rolls Royce's in the Nobu parking lot than items of cutlery for our table. The music was about as classy as the chopsticks and so loud that conversation was impossible. I could see why the regulars like the place. The waiting staff seemed inconvenienced by their job. I've been in customer service, I get it. But, it would be nice if any of our 9 random rotating waiters pretended to care a little bit harder before a 10th new person put a scratched up card reader on my table and told me ""oh yeah and you tip here""Nobu Malibu is a good experience if you don't care about food, ambiance, or money.At least there is a McDonald's across the street."
2024-01-07,5,"Dining at Nobu Malibu took my breath and tastebuds away! In terms of experience, it lives up to the hype and is fine dining at its best. We called for a reservation a month in advance though you could also luck out for a walk-in bar spot. Even if you have to wait, the waiting area isn't your typical indoor bench. You're seated outdoors with couches overlooking the Pacific Ocean (with this vibe could I just come here sometimes with a coffee and enjoy the afternoon?). Time Out called Nobu Malibu the most beautiful waterfront restaurant in the world and the view does not disappoint! We were seated at the patio and so began the lovely Omakase lunch event of a delicious 7-course meal of 3 cold dishes, 3 hot dishes, and dessert. If it's your first time or a special occasion, I recommend going for the Omakase or Signature menu to get the full tasting experience - it's worth it! We were delighted with tartare with caviar, Peruvian oysters, truffle-sauce, fresh nigiri, and amazing flavors that I'd never tasted before. The Semifreddo with passion fruit, Malibu Coconut, and pistachio is just about the best dessert I've ever had.The waitstaff collaborated like a beautiful orchestra who came like clockwork to pour drinks, bring out and explain dishes, take away dishes and bus tables, and answer any requests. They were great about making dietary adjustments for pescatarian in place of red meat.The lunch tasting took about 2 hours and 15 minutes and valet parking is $15 or you can spend a few minutes looking for free street parking. Can't stop dreaming about Nobu Malibu!"
2024-01-04,5,"The food, service and ambiance is second to none. FYI please plan ahead and reserve, you'll be waiting for a while if your super hungry. Good thing for us, the wife and I got lucky and an elderly couple gave us there seats facing the ocean. We will definitely be visiting again."
2024-01-02,5,Food is amazing . Service was top notch. The ambiance is wonderful . Ocean view with waves crashing under you .
2024-01-02,4,"Atmosphere 5 stars (obviously) Service 5 starsDrinks 5 stars Food 3 stars :(Obvi this place is known for a place to go for an amazing meal when you want to celebrate but I was so disappointed by the actual food. We had a few stellar bites (ceviche, and rock shrimp, which are in the pictures) but we couldn't even eat one sushi roll because it was that terrible. Our waitress took it off the bill but expected more from Nobu status (and been to others - haven't had this experience). Will give it another shot sometime (as the views are epic and service was phenomenal) but super disappointed in the food at this visit."
2024-01-01,2,Overrated to the core. I heard this place got busted for selling different fish than they promise you. There was no wowing effect all that hype and money was not worth it there's local sushi places in woodman area that beat this place. D
2024-01-01,5,My son has wanted to try this restaurant for some time so we took him and some of his friends on his birthday weekend. The staff was friendly and our waitress was great. They got us seated right on time for our reservation despite being very busy on New Year's Eve day. We all loved the food. The restaurant and views were beautiful!! We will definitely be back
2023-12-28,5,"We are in Malibu for work and drove by Nobu and decided to call and see if we could get a reservation on a whim. The person answering the phone was so sweet and helpful, she told me they had no reservations available on the night I wanted to dine in but to call back between 4-5pm on the day of and check for cancellations and we were able to get in! We had the tempura rock shrimp, ribeye and the black cod with Miso for dinner and it was all amazing. So much flavor! To drink we had an old fashioned, flor de Jamaica (a little spicy) and the market margarita. It was to die for! Highly recommended for the food, service and ambiance. Our table was warm, the atmosphere and vibes were amazing and nothing beats hearing the waves crash while having dinner."
2023-12-28,5,"I've been going to Nobu Malibu for years and it's always fantastic! Went recently for my birthday with friends and everything was perfect! We had a little bit of everything but my favorite is the Rib Eye, delish.If you can get a table you won't be disappointed. Staff, food and ambiance is all amazing. A definite must if you're in Malibu."
2023-12-27,5,We love Nobu. What great food and room and service. The only negative is it's almost impossible to get in. We sit at the bar as usual and the view is unsurpassed in Malibu. The crowd is hip and trendy and almost impossibly young. LA at its finest....some people I know think that's a negative. I love the vitality and energy. It is pricey but hey the land alone is a fortune and so it is what it is. Everything we had today was stellar. I especially loved the Dover sole ~ omg incredible. The eggplant was amazing and all the sushi is top notch. Just an awesome place
2023-12-26,5,Always a stunning sunset at Nobu Malibu. I had a great time with my family and friends.
2023-12-23,5,"This is my favorite Nobu location out of all of the Nobu brand.  The ambience is always set to perfection as if this is Gods favorite location as well.  We especially enjoy outdoor seating for the ocean view.  Our server Money from Cambodia was amazingly attentive, efficient and effective at elevating our dining experience.  Everything we ordered was phenomenal.  If you like sushi, you have to give this location a try. The food is absolutely incredible. The chefs don't miss!! #NobuMalibu"
2023-12-23,5,"One word: EPIC! I had the best lunch ever! Imagine eating extremely sumptuous food, friendly staff/service, and a relaxing place - listening to the waves while sipping some champagne! For a foodie like me, this place is for those who want to try delicious food, blissful experience, and a bang for their buck!"
2023-12-20,5,Loved the atmosphere and the food was delicious. The view was spectacular and the weather was perfect.
2023-12-19,5,"Called Nobu Malibu for a party of 7 for a Monday, and was lucky enough to get reservations for this place last minute. We arrived early (an hour and a half early lol), to see if we could be accommodated earlier for the dinner reservation that we had and were seated right away. The service was amazing, and our waiter was very informative about the dishes they served. Let me just say, I had the prime filet toban yaki, wagyu tacos, shrimp tempora, and the ""xurro"" for dessert, and I couldn't believe the quality of their meat. It was cooked perfectly, and the xurro, which was cinnamon and dulce de leche, was the topping to a great dinner."
2023-12-18,4,"I have forgotten to leave this review for over a year- but the service we had was so exceptional, it's worth circling back. My fiancé and I were staying in Agoura Hills for the weekend and wanted to try NoBu for my birthday dinner, we knew the hype- and were up for the experience.  He made reservations a month before and it was a highlight we were looking forward to. When we first walked in the hostess was chilly then looked like she stepped in something smelly... we are kind of used to this when we go into touristy high end places, yet not treated this way in Michelin star places . Always interesting as a former chef who has worked next to some of the culinary greats, seeing which way the level of service will go. The table sucked, it was a tiny 2 seater put up against the windows of the patio. Small. Uncomfortable- definitely not a table I would have expected for a reservation made a month ahead of time. The restaurant wasn't full so that choice to seat us there could have been either the fact we didn't meet the hosts beauty standard, but I'll put it to just the seating rotation. At this point my expectations were lowering and it was looking like we were going to have a mediocre experience... until our server arrived . His attitude and genuine hospitality quickly changed our experience. I wrote his name somewhere - but I'll add his photo - so he gets the recognition he deserves.Our server guided us through the menu and our meal with the perfect balance of attention and letting us enjoy our tasting menu. We both got the tasting menu, I cannot remember if it was the omakase or not, but it was multiple courses and very filling. We did order up front the wagu tacos (which I have also ordered at NoBu in Newport recently) . They are small but pack so much flavor - it was worth it. While I cannot remeber every dish, I do recall everything being clean, perfect , fresh and in typical Japanese style subtle yet complex in taste. We did bring our own bottle of champagne, and it was kept chilled, and attentively poured. Our experience was great, mostly due to our server. Being from the Bay Area, we have had the opportunity to have several Omakase dinners and NoBu was up there. NoBu is all about the views. You can't beat it , if you get to be on the water. It's great people watching, and the food is fresh and clean. I recently went to the NoBu in Newport  with a friend for dinner. The vibe was very different, chill, attentive , low key, and the food was just as good: clean, delicious and beautiful. If I had to choose - I'd pick the Newport one again over Malibu. Maybe it's less of a tourist destination? Our table was better our view was beautiful and service was great. At the end of the day- our server made the night, made my birthday dinner, and should get an extra bonus or a raise."
2023-12-12,2,Too expensive. If you're looking to blow all your money and you have the money to blow and buy all means go eat here the food is great but I've never eaten it but that's what I've heard.
2023-12-09,3,"Came here for an anniversary and was able to get a table without a reservation, but I think because we went early at like 5pm on a Friday. Overall, nice ambiance, service, food and view. However, the quality of the food wasn't anything amazing and it didn't match the price. Aka, everything was overpriced. The sushi was just as good of quality of Sugarfish but twice as expensive. We were joking halfway through the meal that we would have to pick up food somewhere else on the way home because it wasn't filling. It was a good experience but I think it's overrated and all about the name/brand."
2023-12-08,5,"I went to Nobu for my birthday lunch and I can say that my expectations, while initially high, were blown away!The food was absolutely divine, but what really made my experience spectacular was our wonderful server Kardell! He was a genuinely kind, wonderful presence who elevated our experience up to 11/10He gave us the option to give him a price point, he asked some questions on what type of food we enjoy, and he picked the menu for us! It was to die for, would highly recommend"
2023-12-06,4,"One of my Favorite place! Foods, ambiance, customer service, very friendly people. The same service with Malibu farm!"
2023-12-05,5,"Everything is always amazing. Favorites are king crab amazu tempura, spicy tuna, yellowtail jalapeño, new style salmon sashimi"
2023-12-03,5,"I called exactly one month before our desired reservation date at 10am and waited 20 minutes to make the reservation. They have locations across the world but this location in Malibu is the only one where you have to call to make a reservation instead of doing it online.When I was making a reservation I was told the dress code was ""casual and nothing you'd wear to the gym or the beach"". This location is on PCH so you can park along the street or do valet parking for $15. It's right by the beach which means amazing beach and ocean views.FLUKE SASHIMI WITH DRY MISO AND YUZU ($34) - oh man this was like a flavor bomb. This was so good and I loved the crunch. 5/5YELLOWTAIL SASHIMI JALAPEÑO ($34) - our server told us to eat the sashimi with the cilantro and it really did make a difference. The yellowtail was fresh with a slight spice from the jalapeño. 4/5EGGPLANT SPICY MISO ($18) - I first tried this at the Newport Beach location and I really liked it so I had to get it here. Be careful because it's really hot when it comes out. 5/5CRISPY BRUSSELS SPROUTS ($16) - this might just look like standard brussels sprouts but there was a bit of yuzu and spice in it. This was a good dish and we needed some veggies. 4/5BLACK COD WITH MISO ($46) - I loved this dish! The fish was so soft and the miso was so good. This is a must-try. 5/5RIBEYE WITH TRUFFLE BUTTER SAUCE ($56) - the truffle butter was absolutely delicious. The meat was tender and was even better with the fried onions. My only complaint was that there wasn't more! I was scooping up the last of the fried onions and scooping all the sauce too. 5/5SALMON AVOCADO ROLL ($15) - this dish sounded simple but it was really good. The rice was sweet and the roll was flavorful. 4.5/5NOBU SIDECAR ($22) - this was a decent drink and was spirit forward. 3.5/5MANGO & PASSION MARTINI ($21) - this was really refreshing and was my favorite drink of all the ones we ordered. 5/5PALOMA BLANCA ($22) - this was also refreshing and had big grapefruit flavors. It was clear so I think it might have been clarified? 4.5/5My favorites were the ribeye with truffle butter sauce, black cod with miso, and fluke sashimi. If you come here I'd highly recommend getting these dishes, but all the dishes were good and had great flavors.I liked that I didn't need to yell to talk to the people at my table but I couldn't hear the tables next to me. The ambiance was great and the music was energetic such that I felt like I was in a club (in a positive way).This is a famous hot spot for a reason. The location, the ambiance, the views, the food, and the drinks are all outstanding here."
2023-12-03,2,Price is too much for sushi that is in the upper middle class of best sushi I have had... I pay 36% more here for the same amount of food and it is not even as good as blue ribbon in the palisades! Like why so expensive they mark it up to much for what it is compared to everywhere else and they treat celebrities better than regular customers so I give it 3 stars my lowest review due to price. You guys have to make it cheaper it's not cool. The view is nice but not nice enough for the food to bankrupt me.
2023-12-01,5,"Another fan girl post and checking this off my bucket list!!  Being brought to Nobu for a client lunch - PRICELESS!!This place has it on lock. Not only the the scenery the best around, the service is great and the flavors are even better!  So fresh and light - at not stuffy or hoity toity at all! You kinda' gotta' love seafood, which is one of the reasons I've wanted to dine here, so badly. I'm so glad I finally got the chance!  And amazingly, you don't feel guilt eating fish while staring at the beautiful Pacific (haha)!It's a must, if even just once. You won't be sorry!"
2023-11-29,4,The food is good. Nobu has a great location and very nice atmosphere. The only reason I didn't give it 5 stars is that it's extremely difficult to get a decent reservation. I guess that's the price you pay for being at the top of your game.
2023-11-28,1,"Quality of food has dramatically gone down since the pandemic .  It also feels like a meat market for thirsty singles trying to hook up. This used to be a classy place , now it just feels like management doesn't care . To top it off when my wife is there I have strange men approaching my table asking for her information . Trash , just trash ."
2023-11-28,5,Good food ( ) black cod sushi dessert cocktail Good serviceM actually come here every week !!!
2023-11-27,2,"Table was ready when I arrived with my family for a much anticipated reservation.  The server was informed that my daughter was allergic to all nuts and they said that would not be an issue and that the menu had very few nuts in it.  We had some delicious apps and one of them was a king crab salad.  Unfortunately, this dish had pine nuts and my daughter had an allergic reaction and she said her throat felt like it was closing.  Had to leave immediately, dose her with Benadryl and keep the epi pen handy as we raced back to LA.  The manager did tell us just to leave and not worry about the food the apps.  Just a warning for future diners that the Nobu is a nice place, but they are careless with allergies, so have your guard up."
2023-11-25,5,As always super amazed kat was and always is super nice and really helpful I have been coming here for over 13 years and she doesn't stop to amaze us. The food is unbelievable as always fresh and delicious the service is superb always being attentive wow had the waygu meet amazing also had the mango martini and the fruity passion fruit sake it was great will always say my favorite place and will keep on coming here.
2023-11-23,1,"Alexa needs major training on customer service and has worst attitude. Alexa needs to spoken about regarding her rude behavior, arrogance, and inability to look at guests while speaking to look inconvenienced. Being in the restaurant business I would never hire a person like this for any of my restaurants and especially for a hostess who interacts with guests- unacceptable to have a person like this in the front. Never had a bad experience at any other Nobu restaurants The wait staff were all amazing and very attentive. Kudos to the excellent waitstaff, but need a better hostess"
2023-11-16,5,"Amazing! Fancy vibe and spacial design, Service 12 from 10 ! Food one by one more tasty and spacial ! Love it They was thinking about everything formaking the must fancy and amazing vibe's and service and food."
2023-11-12,5,"I LOVED this place. Definitely lives up to the hype. The overall view you get here during sunset it amazing for pictures and memories. The Dover Sole, Truffle Scallop Chips, and A5 wagyu are my favorite dishes! The Shishito peppers & okra were definitely also a favorite"
2023-11-12,5,"Consistently exceptional service complements the breathtaking views, creating an atmosphere that is truly unparalleled. Highly recommended for those seeking an exquisite evening experience."
2023-11-11,5,"Needless to say but I still wanna thank the service and the chefs for the incredible work. Every time I come to Nobu I'm trying something new on their menu and it's all been a fabulous experience. Truly Japanese food, attitude, attention to details and more to that it's always super clean unlike lots of LA restaurants."
2023-11-09,4,The food was... okay. Prob something you can find at dozens of other sushi places. Just know when you are going here you are paying for the scene and the view.  Nothing wrong with that. Just know what you are paying for. Service wise I was surprised how knowledgeable our server was about the drinks.  Got an amazing Vesper not to be confused with the vespertine.
2023-11-07,4,"Beautiful view! Food is okay, I have been to Nobu in Vegas (Caesar's and the virgin) Miami, LA and Mexico City and taste wise my favorite of all has been the one in Mexico the Polanco location.Service was great! Friendly servers, I didn't reserve, I walked in and they were able to accommodate me.Overall 8 out of 10"
2023-11-06,5,"Best food I had in a while, the service was great and it was worth every penny. The ambiance was great as well. Great view great food good times."
2023-11-05,5,This is definitely a treat yo self spot and a place to see and be seen. Fantastic food and service was top notch! Would love to come here more often but my wallet begs to differ - expect to spend ~$300 for two people.
2023-11-05,4,"Lovely vibes, took care of my wife and I ensuring every plate and drink ordered was near perfect. Cant wait to come back for our next anniversary. Skal!"
2023-10-31,4,Great drinks with nice view of the ocean.   Was nit impressed with the food especially considering prices are high.
2023-10-30,5,"Went to Nobu for lunch & had an amazing time! Nobu really can't miss in my eyes, everything was fantastic from the oysters to the steaks! Went to celebrate a young king's birthday, and had an incredible time! The restaurant has some of the best view in the city, such a perfect vibe! Service was phenomenal - even with the server switch in between dining."
2023-10-28,3,"Food is ok, for the price you'd expect something amazing. But I guess what you are paying for is the view. I don't like omakase because I tend to not like all the sushi the chef decides so I ordered a variety off the menu and I think it was a good insight into the menu. The only thing I highly recommend is the pumpkin cream brûlée though. ( seasonal I believe) Bartenders ARE GREAT! Staff is fast and friendly! Honestly, service is the only reason I would come back here. I came on a day the weather was great and the view was good but it's just like any beach front view. Ambiance, they make Malibu nobu so prestigious and special so it does give off that vibe. Yelling irasyaimasen once in a while is kind of weird? Either everyone should do it like Japan or none, one voice at a time throughout the venue gives off very JINYA ramen vibes."
2023-10-28,5,"5 glorious stars all around. Service was fantastic, the view is incredible, the food--a culinary masterpiece. What a meal!"
2023-10-25,3,"First off, our server James was cool. He was patient, kind, light hearted and gave great service. Thank you, James. This was my third time dining at Nobu Malibu and it was just ok. To get a reservation, you must call 30 days in advance and not a day sooner.  I had to wait on hold for almost an hour SMH. Ok, got the reservation, told them it was for my wedding anniversary. We were seated inside and not on the patio or even near the patio. Bummer. But ok. We came for the food and were strangely underwhelmed. We ordered chocolate martinis (pass on these-they were very ok), margaritas (delicious), Dover Sole w/crispy spinach, Nobu Fish & Chips, Lobster & Shrimp w/lemon sauce, spicy tuna over crispy rice ( this was by far the worst thing we ordered) and the little gem salad. The sole was tangy and tasty. The spinach was cooked perfectly. The fish & chips were just ok. Hubby loved his shrimp & lobster and the salad looked like it was made with minimal effort. The spicy tuna was pasty and so disappointing.  We've enjoyed dining at Nobu Newport, LA, Vegas and I was shocked that the Malibu location was so underwhelming. The interior reminds me of Duke's or El Torito. If you're able to score a table closer to the water, perhaps the view will make it worth the trip. But sitting inside, having ZERO acknowledgment of our anniversary, meh decor and very basic food didn't give us the world class dining experience we've come to associate with Nobu."
2023-10-17,5,Very happy with the customer service we had with our waiter James! He was super kind and helpful when we asked any questions. His suggestions were amazing and we were pleased with our dishes. The food runners explained what was in all of our entrees. Great experience if you want fine dining. This was such a great birthday dinner!
2023-10-13,5,Idk what can be said. It's the BEST. Food. View. Service.  and ! Have gone 3 times the past week if that says ANYTJING at all.
2023-10-12,5,"Food: A, excellent quality and great presentation.Service: A, waitress was friendly,helpful and attentive.Cleanliness: A, Restaurant , bar , lobby and patio were clean and organized. Bathroom was clean and well stocked.Ambiance: A, It can not get any better then this."
2023-10-12,5,"The ambiance and vibe here on a Sunday afternoon is my favorite thing to do on the weekend; The view of the ocean is serene, The food is so fresh it taste like I caught it myself, spicy tuna crispy rice a must as well as the yellowtail sashimi; Also love the big bathroom with the large mirrors"
2023-10-09,1,"The one star is for the delicious food.4:00pm Reservation on a MondayI will preface this review by saying I am an experienced Michelin star server dining with my friend, an accomplished GM, and 2 other restaurant professionals. We are easy because we understand. The service from the second I walked in was so shocking, I thought I was dining at the Cheesecake Factory. Hostess was rude and not smiling. We misspoke our reservation name and she wouldn't give us the other option with that first name for ""privacy"". Sure. Seated:We were greeted with water and was given no menu. Then one menu appeared that only one of our four guests could see. I had to ask for a menu- no one noticed that maybe we needed 4 menus and not one. I asked our server for scissors to cut a tag off my shirt very nicely and he gave zero fucks. He never came back. New server approaches ""Hi your server just went on break, let me know if you need anything"" then scurries off. So basically the sweaty server that greeted us went on break at 4:00pm only to leave right after his break and before we finish. That means we had 3 servers. Our drinks take a long time as well as appetizers. All I could hear is chaos behind me at the server station. Not once did a server refill my water without asking nor did anyone ask if I would like a drink. I had an empty wine glass for several minutes and my drink was bussed without asking if I would like another one. They gave no pizaz over the menu, no intro, no description whatsoever about the menu and this was my first time there!They were more concerned about finishing their last table before bouncing. It was an awful experience, ESPECIALLY FOR NOBU! JUST WAIT IT GETS WORSE.Not only are we trying to enjoy this beautiful day on the beach with friends we havent seen in 6 years and we are spending a lot of money. Heck, we wanted to spend more money! But these servers did not upsell, did not ask  us for more food until they told us we needed to finish our ribeye quickly because there was another reservation coming in. I could not believe it. Here we are in mid bite and they say your time is up, wrap it up!  Especially when they were the ones that took forever!!!! I CANNOT!Not only were we still hungry leaving but they made us feel so incredibly unwelcome I am still in shock this was NOBU that I was dining at. The servers are incredibly under-qualified and made our experience awful. I am so disappointed in how we were treated after spending a lot of money. No management to oversee this complete ridiculous ""transition phase"".Look i get it because I am a server, But we had 3 servers come and try to get us to leave basically it was so obnoxious. They said "" you guys wanna order any more food"" its like, why dont you try to recommend something???? By the end of our last dish we had empty wine glasses and plates everywhere and they were so concerned to get US OUT I felt emotional about it. The worst customer service ever. And listen, of course we didnt complain because we just wanted to enjoy ourselves, but we sure did bitch about it later! NOBU Hire some servers that are not just there for the money who have experience and you might get a better review. *Rude hosts- made it a big deal when i asked for scissors. Was not accommodating and pleasant*No intro about the menu they were order takers ready to go home.* I was never asked for another glass of wine when it was finished, nor was it bussed off my table*Had to constantly ask for more water, sometimes 2 times before receiving* Was rushed to finish our dinner exactly 90 minutes from seating * No upsell, no table maintenance, no FUCKS GIVEN* NO smiles, no intro, no menu guiding.* RUSHED and rude overall"
2023-10-06,5,If you're looking for a place for brunch with a view... this is my go-to. Love this place!
2023-10-03,5,A good view for dinner along the beach side. I have been to the one in Dallas and was disappointed. Malibu definitely made me changed my mind!The workers were very attentive and nice. We got good recommendations and drinks. Thank you for making sure we were satisfied.  The shrimp tempura was absolutely the best and fave! Ended with two dessert instead of one because we couldn't decide
2023-10-03,1,"I waited nearly an hour to get through to make a reservation over the phone. The hostess was short, rude, and disconnected the call without making a reservation or attempting to call me back. This place has a horrible business practice for making reservations and clearly doesn't valuing their clientele. Shame on the management of Nobu Malibu."
2023-10-01,1,"the price of food is a joke! $8 for a tiny piece of salmon sashimi it's simply insane. The servers are always clinging the tables up, it was the only good thing I saw."
2023-09-26,1,"It is ridiculously expensive mediocre food. Frankly, for that price we could've eaten in a better, more modernly designed sushi restaurant in the valley. Plus, every minute some new server will come and ask if we are doing ok. Please, leave people alone, and assign one server per table and let him stand there and only approach the table if called. It wouldn't hurt to upgrade that old brown furniture too."
2023-09-22,5,"It's been 10 years since we last visited Nobu Malibu and while we loved it back then, we LOVE it even more now!Both visits were to celebrate my mom's birthday and it went off without a hitch! We had 12:15 reservations and walked in a few minutes before and were sat right away. We didn't have to ask but were still given an excellent table on the outer deck with a perfect view of the ocean. We even saw dolphins that made lunch so much better.I can't recall our waitress' name but her and the whole wait-staff who assisted us were absolutely incredible. Kind, attentive, fast and hardworking, and really made it a better experience.We loved all but one item we ordered. To get that out of the way - the baked crab cut roll was really no big deal. My mom, and all of us for that, love baked crab rolls and sadly this was just kinda bland and not really warm.Besides that, everything else was perfection. I started with the Nobu original sake that was sharp, bold, and slightly sour with a refreshing note.For the dishes, we first received the Seared Toro with truffle teriyaki. WOW. The toro was so buttery and fatty while the sauce and crunchy mushrooms were beyond amazing. I want that mushroom ""salad"" as a whole dish because we devoured that.Next up was the Nobu Style scallops - made like ceviche with thick slices of scallop in a delicious sauce and the scallops so tender and soft. Next up the Tiradito salmon was phenomenal, another melt-in-your-mouth dish. Not fishy and a light sauce that paired so well.The creamy spicy snow crab had an amazing sauce, not too spicy, but creamy and rich with soft juicy crab underneath it. This comes to the table sizzling hot!The black cod with miso is always a must, did you even go to Nobu if you didn't order this? So flaky, soft, buttery, slightly sweet, and oh so good. BTW, that tempura eggplant needs to be a dish of its own too.One of the biggest surprises for us was the short rib - holy shit. This is a godsend dish. The meat came out so soft and tender with plenty of juices soaked into the heart of palm puree. The meat was charred so well for a crispy crust. Wow.  This is a new favorite.Unagi (eel) nigiri was thick, crispy, fatty, sweet, savory - so tasty.And lastly, the rock shrimp was crispy, saucy, creamy, shrimpy, another must have.Nobu is, hands down, an LA must."
2023-09-19,5,"Great food and service was excellent. Very difficult to get a reservation. Also, the passion fruit martini was delicious!"
2023-09-18,5,Everything is beautiful about this place the ambience the customer service the food. The last to get together I had a year ago around my birthday. The steak was amazing.
2023-09-17,5,"The ambiance and view were amazing, we had a great experience our first time out @ Nobu. Besides the craziness trying to get a drink @ the bar we had a great evening and enjoyed the dishes immensely. The service was top notch as we expected."
2023-09-15,5,"The ambiance of this Nobu location is just perfect. Along side the Malibu beaches coast line where you can enjoy the view and the delicious food. Ate here for lunch on a Thursday after noon 1:45 pm, made the reservation 1 month in advance. I suggest calling at 10 Am when they open their reservations line and they take appointments the month ahead, another option is to add yourself on the waitlist for the time and date you want and you'll be notified if there's any availability.I was torn between doing Omakase or ordering a bunch of cut rolls and appetizer. We decided to order the cut rolls. My favorite was the Spicy Tuna Cut roll and the Yellowtail Jalapeño cut roll. So yummy. For the Appe-teaser got the Rock Shrimp tempura with the sauce on the side.Great service. Price came out to be $177 for what we ordered which wasn't too bad! If your a Nobu and Sushi fan you'll def wanna check this restaurant location out !Happy dining !"
